y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25
0.0,0.047,0.497,0.261,0.533,0.062,0.426,0.772,0.189,0.747,0.493,0.564,0.555,0.104,0.313,0.699,0.315,0.634,0.267,0.435,0.63,0.859,0.941,0.931,0.304,0.604
0.0,0.33,0.853,0.002,0.971,0.734,0.394,0.461,0.033,0.726,0.635,0.021,0.893,0.281,0.594,0.947,0.763,0.27,0.468,0.631,0.73,0.261,0.482,0.07,0.896,0.147
0.0,0.164,0.391,1.0,0.053,0.364,0.551,0.537,0.976,0.735,0.411,0.975,0.374,0.079,0.458,0.06,0.066,0.971,0.954,0.562,0.957,0.08,0.984,0.092,0.486,0.467
0.0,0.005,0.143,0.775,0.137,0.303,0.025,0.217,0.816,0.19,0.872,0.008,0.361,0.288,0.003,0.376,0.81,0.876,0.705,0.467,0.301,0.298,0.894,0.391,0.829,0.216
0.0,0.177,0.59,0.979,0.894,0.525,0.394,0.423,0.083,0.588,0.166,0.535,0.983,0.277,0.989,0.997,0.737,0.32,0.583,0.372,0.814,0.317,0.526,0.26,0.247,0.189
0.0,0.014,0.126,0.247,0.852,0.629,0.467,0.306,0.69,0.588,0.11,0.655,0.526,0.121,0.51,0.842,0.637,0.886,0.143,0.062,0.551,0.823,0.71,0.342,0.554,0.632
0.0,0.191,0.142,0.196,0.745,0.656,0.649,0.674,0.057,0.679,0.354,0.664,0.32,0.919,0.532,0.58,0.392,0.853,0.935,0.774,0.911,0.404,0.938,0.483,0.484,0.582
0.0,0.158,0.606,0.401,0.29,0.245,0.336,0.083,0.111,0.413,0.82,0.163,0.828,0.198,0.019,0.619,0.771,0.009,0.012,0.243,0.463,0.799,0.729,0.927,0.188,0.014
1.0,0.887,0.83,0.78,0.468,0.473,0.506,0.269,0.796,0.653,0.876,0.001,0.136,0.392,0.582,0.155,0.401,0.595,0.809,0.335,0.797,0.906,0.678,0.676,0.65,0.888
0.0,0.102,0.116,0.397,0.832,0.068,0.029,0.588,0.519,0.173,0.731,0.423,0.219,0.888,0.021,0.157,0.61,0.511,0.742,0.886,0.941,0.223,0.728,0.972,0.38,0.293
0.0,0.688,0.346,0.325,0.855,0.679,0.285,0.201,0.304,0.29,0.808,0.747,0.587,0.321,0.825,0.211,0.084,0.621,0.331,0.027,0.301,0.644,0.568,0.756,0.25,0.952
0.0,0.807,0.052,0.938,0.942,0.096,0.156,0.131,0.936,0.034,0.4,0.051,0.477,0.909,0.909,0.836,0.945,0.78,0.83,0.526,0.681,0.958,0.752,0.697,0.05,0.972
1.0,0.89,0.738,0.387,0.184,0.986,0.751,0.829,0.035,0.981,0.7,0.74,0.036,0.84,0.554,0.423,0.529,0.682,0.386,0.441,0.253,0.212,0.577,0.84,0.801,0.793
0.0,0.46,0.165,0.958,0.363,0.804,0.233,0.436,0.61,0.728,0.419,0.196,0.138,0.584,0.103,0.9,0.19,0.801,0.863,0.324,0.671,0.031,0.89,0.369,0.133,0.795
1.0,0.118,0.818,0.037,0.496,0.442,0.961,0.086,0.365,0.469,0.718,0.643,0.091,0.052,0.601,0.454,0.599,0.883,0.385,0.815,0.215,0.676,0.282,0.509,0.44,0.557
1.0,0.413,0.396,0.558,0.58,0.86,0.243,0.811,0.092,0.676,0.263,0.438,0.438,0.617,0.703,0.33,0.742,0.168,0.541,0.628,0.744,0.75,0.075,0.036,0.15,0.27
0.0,0.716,0.909,0.876,0.745,0.29,0.329,0.126,0.85,0.154,0.367,0.788,0.736,0.385,0.538,0.036,0.503,0.848,0.384,0.517,0.894,0.662,0.951,0.587,0.572,0.078
1.0,0.626,0.651,0.396,0.302,0.119,0.739,0.178,0.958,0.369,0.386,0.956,0.576,0.388,0.294,0.65,0.335,0.933,0.735,0.009,0.888,0.937,0.31,0.148,0.686,0.619
0.0,0.955,0.39,0.812,0.908,0.484,0.15,0.275,0.364,0.968,0.104,0.033,0.94,0.685,0.685,0.614,0.354,0.923,0.616,0.044,0.357,0.76,0.746,0.565,0.184,0.198
1.0,0.124,0.55,1.0,0.632,0.389,0.624,0.214,0.641,0.431,0.09,0.345,0.526,0.69,0.384,0.738,0.286,0.126,0.884,0.848,0.399,0.448,0.193,0.635,0.165,0.864
1.0,0.631,0.95,0.979,0.52,0.646,0.095,0.265,0.967,0.893,0.271,0.651,0.726,0.502,0.789,0.329,0.695,0.641,0.676,0.381,0.478,0.517,0.417,0.13,0.5,0.72
1.0,0.347,0.289,0.885,0.134,0.508,0.926,0.848,0.836,0.989,0.268,0.777,0.787,0.984,0.878,0.698,0.397,0.751,0.509,0.569,0.505,0.762,0.454,0.249,0.387,0.185
1.0,0.825,0.571,0.619,0.297,0.971,0.762,0.723,0.946,0.534,0.585,0.797,0.542,0.377,0.05,0.987,0.264,0.711,0.564,0.607,0.344,0.75,0.335,0.512,0.559,0.574
0.0,0.28,0.012,0.401,0.871,0.31,0.558,0.446,0.85,0.229,0.777,0.551,0.641,0.186,0.667,0.185,0.142,0.121,0.536,0.322,0.672,0.882,0.199,0.628,0.45,0.368
0.0,0.972,0.85,0.843,0.351,0.658,0.423,0.2,0.859,0.493,0.815,0.289,0.418,0.365,0.679,0.636,0.326,0.3,0.299,0.249,0.11,0.427,0.865,0.545,0.046,0.556
1.0,0.213,0.25,0.152,0.151,0.399,0.909,0.906,0.642,0.252,0.498,0.542,0.571,0.824,0.178,0.214,0.551,0.21,0.594,0.693,0.778,0.823,0.244,0.701,0.472,0.666
1.0,0.594,0.711,0.189,0.26,0.648,0.98,0.561,0.759,0.817,0.36,0.195,0.197,0.047,0.194,0.489,0.695,0.207,0.388,0.56,0.832,0.418,0.287,0.026,0.058,0.648
0.0,0.406,0.475,0.003,0.649,0.732,0.652,0.538,0.853,0.331,0.064,0.281,0.822,0.034,0.09,0.617,0.95,0.209,0.97,0.25,0.347,0.283,0.764,0.62,0.143,0.395
0.0,0.371,0.889,0.801,0.988,0.612,0.567,0.381,0.725,0.153,0.699,0.754,0.594,0.391,0.019,0.479,0.244,0.618,0.581,0.659,0.807,0.746,0.913,0.555,0.391,0.963
0.0,0.388,0.571,0.422,0.865,0.182,0.018,0.489,0.884,0.989,0.982,0.186,0.03,0.36,0.165,0.494,0.757,0.105,0.309,0.995,0.047,0.435,0.882,0.821,0.236,0.453
0.0,0.732,0.263,0.321,0.176,0.875,0.703,0.151,0.02,0.357,0.765,0.999,0.026,0.923,0.169,0.025,0.058,0.157,0.903,0.118,0.246,0.248,0.844,0.203,0.955,0.106
1.0,0.3,0.714,0.956,0.324,0.984,0.624,0.103,0.78,0.422,0.697,0.147,0.697,0.214,0.047,0.016,0.654,0.712,0.778,0.261,0.834,0.105,0.338,0.459,0.617,0.768
0.0,0.366,0.661,0.194,0.156,0.558,0.884,0.184,0.894,0.829,0.514,0.305,0.875,0.758,0.213,0.567,0.691,0.62,0.674,0.085,0.268,0.818,0.898,0.888,0.84,0.18
1.0,0.665,0.023,0.34,0.576,0.453,0.417,0.506,0.921,0.517,0.843,0.712,0.758,0.549,0.771,0.327,0.333,0.147,0.898,0.827,0.593,0.763,0.27,0.484,0.128,0.886
1.0,0.381,0.515,0.908,0.376,0.5,0.5,0.868,0.995,0.48,0.901,0.415,0.265,0.945,0.348,0.779,0.384,0.615,0.669,0.354,0.578,0.295,0.587,0.574,0.197,0.482
0.0,0.932,0.79,0.779,0.917,0.208,0.424,0.258,0.074,0.057,0.207,0.714,0.922,0.644,0.356,0.794,0.222,0.479,0.032,0.85,0.95,0.087,0.289,0.086,0.436,0.817
1.0,0.284,0.279,0.051,0.189,0.371,0.809,0.169,0.659,0.928,0.653,0.699,0.539,0.924,0.222,0.442,0.794,0.167,0.885,0.17,0.241,0.776,0.659,0.317,0.866,0.666
1.0,0.4,0.612,0.428,0.222,0.096,0.192,0.835,0.23,0.044,0.426,0.159,0.199,0.123,0.021,0.126,0.241,0.908,0.877,0.504,0.138,0.0,0.286,0.825,0.019,0.976
0.0,0.665,0.018,0.872,0.282,0.792,0.574,0.84,0.444,0.431,0.667,0.192,0.934,0.96,0.804,0.945,0.823,0.342,0.298,0.409,0.384,0.983,0.625,0.782,0.364,0.961
1.0,0.929,0.968,0.208,0.193,0.464,0.289,0.528,0.655,0.359,0.568,0.593,0.253,0.369,0.694,0.69,0.608,0.245,0.06,0.194,0.944,0.085,0.644,0.256,0.365,0.316
0.0,0.162,0.812,0.798,0.677,0.642,0.807,0.517,0.592,0.905,0.643,0.246,0.088,0.163,0.7,0.23,0.548,0.727,0.836,0.656,0.122,0.805,0.949,0.785,0.668,0.217
0.0,0.412,0.451,0.751,0.84,0.426,0.992,0.046,0.539,0.89,0.585,0.444,0.685,0.101,0.81,0.899,0.671,0.82,0.748,0.898,0.654,0.206,0.835,0.586,0.826,0.05
1.0,0.617,0.016,0.257,0.714,0.508,0.342,0.983,0.058,0.494,0.906,0.554,0.679,0.317,0.966,0.66,0.245,0.846,0.055,0.714,0.49,0.202,0.642,0.043,0.748,0.624
0.0,0.883,0.416,0.724,0.701,0.537,0.064,0.397,0.709,0.778,0.469,0.618,0.879,0.214,0.649,0.727,0.161,0.84,0.293,0.662,0.179,0.928,0.097,0.989,0.446,0.279
1.0,0.667,0.19,0.388,0.733,0.871,0.594,0.544,0.699,0.588,0.047,0.391,0.396,0.689,0.122,0.636,0.953,0.075,0.682,0.161,0.301,0.445,0.512,0.51,0.074,0.501
0.0,0.962,0.633,0.707,0.362,0.088,0.21,0.134,0.937,0.697,0.39,0.376,0.983,0.695,0.661,0.304,0.629,0.729,0.392,0.871,0.049,0.825,0.326,0.445,0.09,0.364
0.0,0.475,0.477,0.653,0.934,0.111,0.873,0.428,0.036,0.838,0.769,0.032,0.964,0.036,0.853,0.31,0.811,0.327,0.95,0.919,0.347,0.374,0.514,0.301,0.67,0.999
0.0,0.085,0.545,0.291,0.838,0.983,0.433,0.069,0.65,0.806,0.088,0.113,0.172,0.207,0.437,0.622,0.639,0.064,0.423,0.147,0.197,0.679,0.512,0.508,0.693,0.881
1.0,0.621,0.433,0.492,0.527,0.264,0.394,0.512,0.569,0.512,0.226,0.655,0.002,0.297,0.165,0.898,0.723,0.537,0.008,0.339,0.1,0.223,0.64,0.191,0.874,0.567
1.0,0.654,0.011,0.271,0.089,0.173,0.877,0.466,0.088,0.458,0.695,0.039,0.225,0.95,0.7,0.291,0.876,0.956,0.738,0.078,0.743,0.54,0.053,0.931,0.074,0.485
1.0,0.612,0.306,0.38,0.37,0.83,0.185,0.345,0.948,0.128,0.207,0.692,0.761,0.556,0.191,0.825,0.434,0.394,0.941,0.269,0.542,0.655,0.45,0.738,0.341,0.989
1.0,0.787,0.721,0.939,0.206,0.689,0.629,0.673,0.455,0.65,0.124,0.156,0.41,0.922,0.786,0.308,0.941,0.025,0.217,0.256,0.71,0.857,0.374,0.658,0.26,0.052
0.0,0.61,0.299,0.812,0.29,0.454,0.258,0.843,0.368,0.165,0.233,0.291,0.969,0.305,0.965,0.635,0.832,0.506,0.493,0.561,0.251,0.543,0.428,0.523,0.118,0.698
1.0,0.791,0.942,0.111,0.105,0.517,0.126,0.833,0.705,0.489,0.436,0.187,0.394,0.443,0.314,0.238,0.61,0.319,0.632,0.46,0.983,0.197,0.837,0.29,0.734,0.293
1.0,0.729,0.159,0.641,0.523,0.842,0.484,0.592,0.52,0.382,0.187,0.903,0.515,0.972,0.32,0.667,0.485,0.496,0.504,0.768,0.521,0.462,0.17,0.667,0.03,0.888
1.0,0.029,0.536,0.035,0.422,0.493,0.804,0.307,0.352,0.086,0.975,0.573,0.196,0.911,0.635,0.065,0.79,0.724,0.162,0.72,0.55,0.381,0.545,0.483,0.517,0.532
1.0,0.504,0.12,0.135,0.243,0.986,0.113,0.063,0.278,0.194,0.443,0.314,0.473,0.404,0.31,0.781,0.83,0.919,0.487,0.866,0.544,0.414,0.21,0.742,0.569,0.92
0.0,0.036,0.413,0.982,0.821,0.257,0.716,0.265,0.134,0.141,0.666,0.379,0.601,0.909,0.587,0.829,0.599,0.989,0.189,0.185,0.408,0.901,0.235,0.648,0.723,0.171
0.0,0.169,0.584,0.285,0.769,0.037,0.831,0.368,0.46,0.607,0.574,0.594,0.801,0.911,0.37,0.889,0.318,0.192,0.767,0.483,0.244,0.452,0.923,0.844,0.102,0.655
1.0,0.178,0.497,0.496,0.184,0.221,0.562,0.063,0.79,0.157,0.023,0.332,0.299,0.799,0.763,0.606,0.083,0.16,0.737,0.238,0.894,0.228,0.694,0.227,0.121,0.716
0.0,0.812,0.304,0.09,0.544,0.672,0.701,0.037,0.192,0.078,0.799,0.714,0.893,0.907,0.135,0.14,0.195,0.424,0.815,0.23,0.89,0.063,0.834,0.785,0.555,0.192
1.0,0.449,0.883,0.984,0.564,0.604,0.621,0.022,0.525,0.758,0.19,0.016,0.655,0.171,0.327,0.153,0.498,0.181,0.837,0.537,0.045,0.75,0.024,0.049,0.662,0.894
1.0,0.393,0.356,0.746,0.114,0.809,0.949,0.328,0.041,0.236,0.723,0.808,0.235,0.253,0.523,0.769,0.826,0.692,0.976,0.067,0.119,0.438,0.556,0.56,0.634,0.225
0.0,0.677,0.838,0.494,0.904,0.962,0.017,0.525,0.329,0.585,0.735,0.388,0.292,0.855,0.913,0.796,0.61,0.981,0.154,0.404,0.894,0.127,0.721,0.692,0.896,0.892
0.0,0.307,0.871,0.104,0.329,0.753,0.743,0.785,0.257,0.375,0.377,0.908,0.184,0.368,0.724,0.079,0.485,0.332,0.46,0.671,0.051,0.391,0.422,0.221,0.004,0.426
0.0,0.157,0.774,0.344,0.294,0.202,0.371,0.303,0.703,0.206,0.102,0.079,0.208,0.479,0.184,0.01,0.881,0.242,0.403,0.429,0.587,0.712,0.813,0.694,0.692,0.397
1.0,0.573,0.592,0.234,0.022,0.48,0.421,0.788,0.738,0.191,0.708,0.572,0.38,0.24,0.702,0.797,0.859,0.132,0.158,0.656,0.248,0.625,0.155,0.377,0.732,0.448
1.0,0.376,0.198,0.465,0.3,0.528,0.525,0.048,0.632,0.137,0.234,0.605,0.391,0.196,0.289,0.146,0.883,0.898,0.935,0.309,0.528,0.562,0.177,0.173,0.732,0.455
0.0,0.023,0.176,0.523,0.684,0.834,0.786,0.974,0.437,0.911,0.448,0.748,0.933,0.925,0.135,0.464,0.293,0.07,0.455,0.328,0.849,0.272,0.007,0.966,0.773,0.661
0.0,0.511,0.244,0.724,0.567,0.415,0.708,0.439,0.809,0.275,0.84,0.097,0.938,0.699,0.023,0.353,0.729,0.974,0.284,0.315,0.036,0.503,0.088,0.265,0.256,0.843
1.0,0.927,0.559,0.919,0.421,0.971,0.602,0.006,0.759,0.721,0.263,0.117,0.28,0.098,0.951,0.274,0.184,0.676,0.802,0.698,0.248,0.687,0.164,0.586,0.404,0.174
1.0,0.955,0.368,0.596,0.793,0.237,0.055,0.041,0.626,0.258,0.901,0.823,0.039,0.119,0.403,0.061,0.914,0.404,0.071,0.275,0.231,0.546,0.511,0.101,0.991,0.907
0.0,0.852,0.038,0.283,0.953,0.507,0.937,0.579,0.818,0.14,0.198,0.648,0.607,0.052,0.084,0.464,0.803,0.46,0.569,0.766,0.674,0.003,0.261,0.3,0.597,0.044
1.0,0.077,0.482,0.866,0.572,0.426,0.475,0.878,0.792,0.129,0.946,0.354,0.255,0.165,0.009,0.086,0.282,0.996,0.878,0.287,0.067,0.639,0.182,0.624,0.946,0.346
0.0,0.467,0.967,0.969,0.076,0.225,0.089,0.243,0.715,0.793,0.89,0.981,0.524,0.571,0.288,0.202,0.352,0.687,0.5,0.651,0.236,0.227,0.595,0.563,0.113,0.112
1.0,0.794,0.411,0.496,0.138,0.011,0.655,0.9,0.485,0.126,0.174,0.216,0.264,0.963,0.489,0.975,0.075,0.985,0.511,0.4,0.119,0.01,0.233,0.11,0.638,0.158
1.0,0.034,0.456,0.045,0.064,0.752,0.84,0.664,0.751,0.225,0.334,0.411,0.573,0.694,0.523,0.692,0.841,0.834,0.797,0.014,0.093,0.236,0.357,0.248,0.344,0.184
1.0,0.969,0.619,0.824,0.316,0.549,0.616,0.545,0.917,0.424,0.487,0.137,0.373,0.074,0.745,0.262,0.246,0.046,0.529,0.077,0.398,0.11,0.118,0.434,0.359,0.981
0.0,0.14,0.991,0.032,0.782,0.337,0.687,0.965,0.782,0.568,0.032,0.288,0.972,0.613,0.091,0.145,0.913,0.309,0.617,0.312,0.243,0.528,0.26,0.676,0.863,0.454
1.0,0.902,0.367,0.469,0.586,0.267,0.713,0.359,0.759,0.367,0.755,0.448,0.4,0.537,0.124,0.202,0.675,0.072,0.953,0.003,0.381,0.903,0.749,0.767,0.098,0.872
1.0,0.291,0.643,0.322,0.727,0.393,0.291,0.915,0.442,0.107,0.783,0.655,0.961,0.5,0.08,0.196,0.171,0.427,0.045,0.539,0.663,0.698,0.081,0.343,0.902,0.448
0.0,0.771,0.748,0.525,0.784,0.639,0.107,0.617,0.91,0.709,0.234,0.528,0.968,0.827,0.161,0.384,0.073,0.312,0.38,0.604,0.376,0.215,0.385,0.465,0.324,0.803
1.0,0.731,0.78,0.406,0.814,0.282,0.226,0.01,0.282,0.784,0.466,0.875,0.411,0.544,0.977,0.46,0.606,0.959,0.422,0.165,0.694,0.409,0.008,0.792,0.012,0.627
0.0,0.007,0.422,0.961,0.82,0.758,0.923,0.2,0.552,0.16,0.074,0.32,0.737,0.674,0.439,0.988,0.277,0.979,0.113,0.991,0.195,0.652,0.882,0.179,0.194,0.547
1.0,0.555,0.146,0.378,0.501,0.008,0.889,0.327,0.462,0.882,0.89,0.534,0.28,0.116,0.261,0.765,0.924,0.389,0.479,0.565,0.754,0.681,0.533,0.707,0.625,0.652
1.0,0.444,0.362,0.062,0.006,0.473,0.529,0.913,0.637,0.034,0.314,0.021,0.186,0.985,0.758,0.595,0.706,0.519,0.914,0.974,0.51,0.001,0.43,0.909,0.463,0.073
1.0,0.806,0.958,0.461,0.518,0.281,0.857,0.717,0.608,0.178,0.486,0.512,0.138,0.103,0.379,0.817,0.952,0.851,0.679,0.652,0.178,0.712,0.322,0.286,0.525,0.06
0.0,0.007,0.444,0.999,0.684,0.465,0.744,0.965,0.48,0.209,0.715,0.433,0.731,0.027,0.192,0.765,0.772,0.273,0.958,0.665,0.199,0.909,0.988,0.57,0.596,0.965
0.0,0.738,0.918,0.877,0.991,0.577,0.367,0.678,0.786,0.407,0.729,0.292,0.918,0.672,0.656,0.035,0.335,0.804,0.875,0.404,0.818,0.648,0.778,0.103,0.698,0.933
0.0,0.422,0.051,0.913,0.838,0.666,0.307,0.431,0.639,0.415,0.533,0.868,0.79,0.961,0.302,0.034,0.249,0.574,0.614,0.304,0.612,0.49,0.422,0.011,0.142,0.146
1.0,0.54,0.056,0.297,0.392,0.199,0.324,0.082,0.211,0.948,0.315,0.532,0.348,0.253,0.457,0.79,0.042,0.821,0.164,0.563,0.406,0.526,0.546,0.809,0.055,0.674
1.0,0.588,0.397,0.8,0.497,0.386,0.446,0.041,0.64,0.861,0.707,0.564,0.817,0.685,0.211,0.071,0.282,0.694,0.214,0.224,0.611,0.947,0.235,0.327,0.202,0.567
0.0,0.157,0.27,0.687,0.095,0.208,0.714,0.984,0.182,0.919,0.664,0.132,0.836,0.13,0.479,0.267,0.389,0.35,0.056,0.708,0.406,0.998,0.325,0.223,0.426,0.12
0.0,0.237,0.451,0.04,0.871,0.571,0.594,0.739,0.086,0.03,0.91,0.118,0.433,0.093,0.211,0.521,0.445,0.814,0.25,0.98,0.547,0.611,0.306,0.669,0.306,0.304
1.0,0.651,0.88,0.279,0.626,0.767,0.51,0.326,0.391,0.609,0.823,0.293,0.392,0.283,0.791,0.399,0.307,0.186,0.73,0.08,0.027,0.908,0.049,0.513,0.797,0.604
1.0,0.278,0.983,0.588,0.693,0.558,0.823,0.195,0.873,0.612,0.53,0.768,0.011,0.719,0.338,0.532,0.233,0.579,0.049,0.057,0.944,0.075,0.027,0.954,0.725,0.078
0.0,0.142,0.624,0.782,0.187,0.487,0.194,0.808,0.277,0.395,0.882,0.688,0.942,0.575,0.756,0.605,0.612,0.342,0.136,0.474,0.261,0.84,0.155,0.066,0.895,0.048
0.0,0.57,0.879,0.159,0.884,0.595,0.049,0.047,0.919,0.885,0.637,0.939,0.873,0.96,0.157,0.229,0.282,0.251,0.721,0.804,0.592,0.349,0.382,0.836,0.088,0.846
1.0,0.836,0.512,0.889,0.274,0.893,0.753,0.885,0.443,0.885,0.645,0.076,0.505,0.965,0.346,0.557,0.257,0.313,0.204,0.177,0.421,0.591,0.584,0.364,0.487,0.854
0.0,0.657,0.976,0.56,0.806,0.589,0.167,0.576,0.171,0.865,0.377,0.618,0.858,0.09,0.94,0.608,0.416,0.4,0.438,0.642,0.754,0.345,0.994,0.971,0.419,0.021
0.0,0.89,0.029,0.858,0.092,0.894,0.888,0.578,0.056,0.96,0.963,0.227,0.892,0.898,0.967,0.629,0.73,0.684,0.255,0.702,0.914,0.459,0.939,0.274,0.384,0.445
1.0,0.591,0.987,0.591,0.306,0.612,0.947,0.01,0.02,0.366,0.379,0.376,0.262,0.307,0.833,0.12,0.674,0.871,0.37,0.687,0.232,0.614,0.64,0.505,0.161,0.771
0.0,0.579,0.174,0.088,0.48,0.74,0.415,0.753,0.453,0.025,0.606,0.886,0.975,0.399,0.299,0.062,0.349,0.467,0.705,0.0,0.41,0.775,0.236,0.513,0.491,0.673
0.0,0.803,0.608,0.762,0.042,0.956,0.14,0.376,0.11,0.226,0.874,0.062,0.997,0.901,0.461,0.795,0.139,0.323,0.007,0.262,0.673,0.173,0.582,0.754,0.673,0.811
0.0,0.96,0.974,0.244,0.804,0.763,0.602,0.122,0.892,0.385,0.905,0.85,0.392,0.518,0.565,0.354,0.067,0.014,0.962,0.921,0.25,0.649,0.939,0.667,0.716,0.999
1.0,0.4,0.142,0.176,0.699,0.811,0.472,0.193,0.11,0.375,0.528,0.654,0.789,0.107,0.297,0.673,0.559,0.355,0.243,0.148,0.492,0.034,0.604,0.449,0.984,0.715
0.0,0.046,0.111,0.019,0.82,0.413,0.475,0.767,0.31,0.117,0.216,0.418,0.074,0.045,0.856,0.97,0.23,0.232,0.344,0.344,0.855,0.306,0.259,0.323,0.223,0.917
0.0,0.3,0.687,0.986,0.942,0.499,0.629,0.354,0.848,0.83,0.294,0.581,0.286,0.749,0.168,0.532,0.456,0.639,0.792,0.801,0.529,0.358,0.117,0.876,0.4,0.851
0.0,0.092,0.425,0.097,0.883,0.464,0.912,0.943,0.698,0.212,0.062,0.402,0.16,0.196,0.907,0.134,0.693,0.025,0.92,0.54,0.91,0.486,0.666,0.166,0.424,0.721
1.0,0.078,0.836,0.966,0.209,0.528,0.463,0.596,0.235,0.845,0.572,0.339,0.53,0.197,0.067,0.921,0.943,0.634,0.207,0.877,0.17,0.383,0.7,0.77,0.171,0.898
1.0,0.15,0.922,0.418,0.791,0.538,0.145,0.901,0.495,0.322,0.173,0.069,0.464,0.858,0.447,0.801,0.603,0.193,0.226,0.337,0.047,0.057,0.623,0.236,0.673,0.053
1.0,0.71,0.405,0.396,0.296,0.575,0.881,0.672,0.548,0.232,0.559,0.318,0.591,0.772,0.077,0.227,0.813,0.158,0.488,0.65,0.431,0.79,0.723,0.411,0.849,0.013
1.0,0.216,0.064,0.852,0.302,0.795,0.746,0.635,0.444,0.565,0.869,0.768,0.45,0.456,0.162,0.133,0.85,0.447,0.479,0.422,0.601,0.928,0.081,0.89,0.079,0.126
1.0,0.866,0.041,0.097,0.271,0.566,0.729,0.49,0.282,0.766,0.322,0.852,0.279,0.458,0.518,0.814,0.892,0.998,0.737,0.983,0.686,0.179,0.255,0.076,0.567,0.751
0.0,0.406,0.303,0.185,0.833,0.145,0.327,0.191,0.762,0.958,0.91,0.657,0.346,0.287,0.724,0.224,0.399,0.061,0.508,0.291,0.255,0.198,0.114,0.587,0.64,0.554
0.0,0.797,0.738,0.991,0.138,0.178,0.742,0.545,0.631,0.613,0.334,0.346,0.677,0.576,0.625,0.25,0.265,0.847,0.122,0.652,0.004,0.842,0.805,0.417,0.661,0.196
1.0,0.458,0.338,0.731,0.036,0.574,0.351,0.506,0.544,0.769,0.225,0.517,0.476,0.899,0.392,0.141,0.965,0.705,0.145,0.587,0.61,0.523,0.584,0.371,0.93,0.2
0.0,0.201,0.861,0.717,0.028,0.324,0.902,0.291,0.6,0.318,0.555,0.9,0.655,0.168,0.267,0.219,0.15,0.153,0.673,0.684,0.115,0.176,0.928,0.908,0.805,0.988
1.0,0.239,0.978,0.156,0.451,0.411,0.946,0.999,0.209,0.429,0.612,0.271,0.776,0.83,0.323,0.892,0.757,0.86,0.449,0.984,0.943,0.478,0.627,0.471,0.927,0.899
1.0,0.756,0.275,0.254,0.791,0.326,0.264,0.155,0.205,0.085,0.199,0.552,0.369,0.023,0.716,0.167,0.502,0.559,0.678,0.446,0.948,0.669,0.225,0.646,0.006,0.498
1.0,0.666,0.888,0.139,0.04,0.625,0.871,0.746,0.379,0.888,0.152,0.894,0.411,0.892,0.247,0.306,0.116,0.383,0.026,0.455,0.848,0.593,0.142,0.187,0.049,0.315
0.0,0.713,0.447,0.911,0.625,0.617,0.07,0.632,0.725,0.943,0.301,0.605,0.383,0.316,0.975,0.64,0.16,0.8,0.424,0.245,0.562,0.361,0.068,0.309,0.577,0.841
0.0,0.139,0.624,0.154,0.851,0.042,0.027,0.842,0.064,0.529,0.563,0.529,0.044,0.62,0.493,0.135,0.681,0.239,0.58,0.872,0.912,0.513,0.498,0.184,0.39,0.237
0.0,0.602,0.82,0.161,0.995,0.095,0.869,0.316,0.391,0.121,0.916,0.469,0.855,0.564,0.345,0.285,0.95,0.636,0.619,0.837,0.195,0.825,0.029,0.922,0.44,0.062
0.0,0.802,0.903,0.762,0.893,0.604,0.611,0.085,0.939,0.018,0.216,0.176,0.511,0.075,0.044,0.083,0.845,0.723,0.086,0.604,0.037,0.283,0.408,0.211,0.999,0.753
1.0,0.709,0.304,0.872,0.213,0.654,0.171,0.799,0.419,0.649,0.735,0.133,0.041,0.797,0.408,0.601,0.12,0.703,0.158,0.217,0.074,0.292,0.662,0.23,0.399,0.129
1.0,0.054,0.476,0.474,0.222,0.069,0.14,0.433,0.697,0.181,0.85,0.058,0.414,0.288,0.907,0.37,0.673,0.204,0.805,0.725,0.405,0.245,0.68,0.205,0.943,0.266
1.0,0.404,0.224,0.022,0.589,0.905,0.947,0.034,0.214,0.356,0.732,0.831,0.594,0.595,0.396,0.627,0.809,0.76,0.11,0.953,0.767,0.692,0.003,0.649,0.096,0.37
0.0,0.617,0.93,0.13,0.016,0.37,0.515,0.067,0.602,0.917,0.527,0.459,0.851,0.591,0.423,0.152,0.962,0.957,0.456,0.478,0.832,0.43,0.863,0.169,0.484,0.602
1.0,0.256,0.981,0.033,0.049,0.218,0.636,0.849,0.716,0.883,0.958,0.397,0.745,0.994,0.172,0.89,0.331,0.332,0.346,0.247,0.122,0.754,0.705,0.36,0.103,0.087
0.0,0.166,0.164,0.195,0.874,0.697,0.645,0.24,0.286,0.222,0.312,0.622,1.0,0.22,0.961,0.798,0.061,0.202,0.081,0.818,0.889,0.163,0.929,0.864,0.673,0.677
0.0,0.914,0.275,0.481,0.978,0.218,0.843,0.388,0.832,0.311,0.955,0.711,0.452,0.03,0.939,0.187,0.166,0.472,0.163,0.701,0.185,0.202,0.464,0.362,0.008,0.991
1.0,0.197,0.186,0.317,0.365,0.108,0.667,0.788,0.677,0.077,0.543,0.854,0.253,0.312,0.938,0.011,0.194,0.956,0.546,0.081,0.7,0.978,0.108,0.943,0.604,0.948
