y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,-0.742,0.854,2.541,-6.984,-2.431,3.214,-2.634,4.418,1.863,-1.539
0.0,5.673,-0.152,1.781,0.889,0.27,7.791,-0.317,-1.27,3.5,3.348
1.0,-4.506,0.947,3.033,-1.791,1.354,-2.669,0.414,3.559,-0.143,-3.203
0.0,2.293,4.366,0.045,-0.562,-1.276,0.523,-3.053,3.529,1.733,2.868
3.0,-1.714,2.275,2.242,-0.458,2.626,-3.793,-0.893,2.474,-0.726,-2.519
1.0,-5.537,0.926,1.452,1.917,-4.801,2.88,4.912,2.522,-0.266,-1.251
1.0,-1.651,-0.753,0.264,0.493,-3.943,1.499,0.423,1.207,-2.192,-4.683
1.0,-0.49,-1.941,-1.176,0.581,-3.37,1.33,0.933,2.268,-0.35,-4.415
1.0,0.415,0.54,-1.776,1.995,0.875,-0.957,-0.843,1.453,-3.232,1.405
0.0,-3.561,-1.231,2.094,3.926,1.556,2.273,0.957,-1.991,-1.178,-5.346
1.0,2.195,2.234,2.024,-1.291,1.197,-3.488,-5.32,-0.965,-1.95,-0.205
2.0,-1.648,-3.623,-1.796,0.345,2.069,-2.834,-1.689,1.634,-3.379,0.928
0.0,-0.762,-2.191,0.885,0.927,0.666,-0.068,4.739,-3.777,-0.474,-3.707
1.0,0.888,1.345,2.747,-2.631,1.077,0.413,-2.541,-0.481,-4.563,-3.315
3.0,2.916,0.207,2.43,4.264,-0.198,-0.923,-2.08,-1.973,-2.479,1.235
1.0,-3.6,-2.424,1.707,5.061,-0.933,1.069,6.535,0.677,-0.138,-4.522
1.0,-0.628,-2.215,-4.79,1.569,0.813,1.886,0.91,2.839,0.453,0.515
2.0,-2.996,-1.397,-1.037,-4.815,4.984,0.065,-4.513,-2.157,-0.728,-2.867
1.0,2.312,2.177,3.533,1.318,6.121,-0.223,-0.113,2.6,-0.144,1.462
3.0,0.233,3.444,2.77,2.579,0.157,-3.609,-2.296,-2.5,-2.353,1.872
1.0,-2.047,-2.195,-2.305,0.909,-0.875,3.383,3.415,0.222,0.539,-3.581
0.0,-1.947,-2.381,0.779,-0.072,2.704,2.145,1.424,-1.315,0.367,-5.277
1.0,-4.391,1.26,2.055,-1.906,2.241,-2.424,0.63,3.824,-0.492,-1.043
1.0,-2.003,-0.121,2.604,-0.919,1.55,-3.928,-2.1,0.494,-0.863,-0.691
3.0,-3.982,1.425,1.083,2.425,1.128,3.043,-2.69,1.057,-2.26,3.951
0.0,0.16,-0.216,2.77,2.744,1.943,4.288,-0.05,-1.182,0.284,3.698
3.0,-4.099,-0.606,0.284,3.992,-1.514,6.326,-3.602,-1.603,-2.278,-0.443
3.0,2.015,1.124,5.108,1.2,2.06,-1.074,-1.58,-2.628,-5.648,2.906
3.0,2.568,-0.852,1.037,-1.433,4.489,-2.06,-0.811,-1.436,-2.506,1.71
1.0,-1.432,0.872,-2.449,2.819,-1.151,0.238,-0.929,3.448,-1.921,2.24
0.0,-1.628,0.339,4.058,-2.788,-0.642,0.163,1.186,1.142,0.176,1.289
2.0,1.934,0.069,0.241,0.096,-2.625,-0.096,-6.044,0.542,4.373,2.677
1.0,-3.6,-3.531,0.34,3.613,-2.91,0.75,3.27,2.068,-1.274,-3.556
1.0,-1.329,2.529,-0.514,0.568,3.378,-4.567,-3.605,0.701,-1.265,1.432
0.0,0.102,-2.88,3.216,-2.096,1.721,0.199,2.627,-3.595,-0.888,-2.838
2.0,-3.659,-2.043,-0.09,-4.971,2.38,-2.32,-1.657,1.08,1.941,-1.342
0.0,-0.537,-3.825,1.142,1.925,5.272,0.404,2.299,-3.164,0.135,-4.366
3.0,3.966,1.154,2.691,0.619,1.779,-3.472,-1.739,-1.926,-2.703,3.075
1.0,-3.679,-0.108,2.577,-3.096,0.268,-0.415,-0.233,5.462,-1.311,1.508
0.0,1.85,4.435,0.091,1.039,1.116,1.465,-1.381,3.838,1.777,2.724
2.0,-1.141,-1.187,0.761,0.402,-2.427,-4.532,-2.978,0.082,3.253,3.108
1.0,-1.118,-2.997,-6.09,1.002,0.573,1.434,3.461,3.829,2.688,1.875
0.0,-1.292,0.571,0.941,0.507,0.151,5.158,1.244,1.056,-2.025,-3.101
2.0,0.099,-4.626,-3.54,-4.396,-0.086,0.404,0.928,-5.186,-0.189,4.558
2.0,-6.575,-2.508,-0.232,-1.199,-2.946,-4.279,-1.363,-1.786,1.058,3.269
2.0,-3.118,-1.096,-0.784,-1.352,2.932,-4.992,-0.77,-2.037,0.009,2.174
3.0,-2.33,4.144,7.123,1.721,1.641,-1.472,-1.521,-0.481,-0.22,3.145
3.0,2.073,0.164,1.214,2.033,2.398,-1.723,-1.002,-0.424,-2.107,-1.199
0.0,-1.802,-3.756,2.395,-0.164,4.336,0.583,1.08,-0.568,-0.069,-3.62
0.0,3.095,-2.123,0.465,-5.061,3.819,1.93,0.417,2.41,3.356,0.651
3.0,2.86,3.044,1.892,1.526,2.7,-0.967,-1.942,-0.647,-2.551,0.086
2.0,-2.295,-0.795,-0.092,-0.997,-3.222,-4.487,0.424,0.529,-0.128,-2.533
0.0,0.507,3.41,2.246,1.813,1.536,-2.868,-3.137,1.243,0.739,0.493
0.0,-0.676,1.155,1.694,-1.139,-0.313,1.575,2.883,-1.365,-0.988,-0.563
0.0,0.865,0.357,3.0,-6.967,0.132,2.261,1.444,0.386,-0.419,0.801
2.0,-3.798,-0.598,-4.59,1.397,0.502,-1.492,1.578,-2.304,-4.645,-2.575
3.0,-2.393,2.337,1.444,1.394,-2.554,0.418,-2.887,-1.577,-3.547,1.933
0.0,-0.528,-1.372,-0.759,0.212,3.635,2.091,2.565,4.007,3.759,0.713
0.0,-2.38,-5.415,3.249,-0.092,3.93,0.325,-0.232,-0.61,-0.247,-5.631
1.0,-2.62,-0.623,3.245,-1.387,3.843,-0.457,0.399,1.808,0.454,-0.038
1.0,-2.61,-0.09,-1.663,3.588,-0.002,0.109,0.11,2.338,-2.411,0.966
3.0,1.46,0.269,0.82,4.224,-1.17,-1.044,-0.77,-0.195,-2.308,2.219
3.0,-4.415,0.134,-0.688,2.531,-0.884,4.056,-3.54,-0.292,-2.165,1.426
2.0,-1.03,-3.505,1.473,-0.973,0.282,-3.787,-0.675,-1.836,0.018,-0.319
2.0,-3.875,-3.001,-0.874,-1.11,1.121,-2.122,-1.088,-0.972,-1.719,-1.203
1.0,-2.805,0.696,4.201,-3.134,3.272,-1.725,0.573,1.469,-1.622,-1.745
2.0,-3.882,-1.619,0.15,-2.71,3.15,-5.354,-1.384,-4.375,1.276,0.992
0.0,1.09,-0.235,3.06,2.261,3.486,0.089,-2.535,1.341,0.692,-1.612
1.0,-1.791,1.587,0.499,-2.301,0.416,1.094,-0.312,0.428,-1.958,-3.87
2.0,-3.977,-3.021,-0.871,-0.828,-2.443,-3.272,-1.751,0.356,3.639,1.911
1.0,2.143,3.748,-0.204,0.447,3.221,-2.624,-2.696,0.498,-1.182,-0.543
0.0,0.727,-3.595,2.433,-1.306,2.044,0.858,2.924,-3.31,-0.992,-3.393
3.0,3.664,1.996,3.301,2.78,0.78,-5.207,-1.093,-0.005,-0.766,0.696
1.0,0.773,0.112,4.168,-3.022,2.657,-0.234,-2.737,0.035,-3.521,0.244
3.0,1.56,0.383,-0.518,2.918,0.533,-1.835,-0.421,-1.665,-0.896,0.576
0.0,-0.247,-0.872,0.711,-4.982,1.7,1.745,0.321,0.185,2.082,-2.739
1.0,-3.173,0.006,2.712,-1.564,-0.729,0.183,0.989,7.518,-1.529,-1.92
1.0,0.387,-0.528,-3.419,4.214,1.923,-0.71,0.141,1.723,-1.306,1.146
1.0,2.493,-0.616,-5.873,-3.036,-2.593,0.872,-4.286,3.335,-1.831,0.708
2.0,-4.095,-4.051,1.194,-1.089,1.83,-7.074,-0.79,-0.847,0.868,2.983
2.0,-2.746,-2.287,-0.716,0.213,-1.405,-0.857,-4.085,0.899,3.521,2.153
0.0,-2.233,-4.312,1.001,0.096,5.638,1.111,0.019,-0.367,2.974,-5.313
3.0,-1.55,-0.445,-3.392,3.541,2.602,1.613,1.781,1.917,-1.298,1.634
1.0,-4.412,-1.462,2.946,-0.598,1.719,-2.072,1.967,0.848,2.533,-3.579
3.0,1.4,3.123,2.883,1.44,1.24,-1.203,-2.264,-3.076,-1.692,2.184
2.0,2.276,0.293,0.084,1.443,0.567,-2.074,-1.418,-6.508,-2.516,-1.544
0.0,1.006,2.464,0.344,-0.408,-0.198,0.531,-2.144,1.249,1.61,2.349
3.0,-2.645,-0.98,4.428,1.969,-1.623,-0.674,-0.812,-0.64,-1.099,3.92
3.0,2.105,1.124,-0.315,3.717,0.252,0.473,-2.232,-1.172,-0.843,1.283
2.0,-2.354,-1.196,-2.56,-4.566,-2.123,-1.278,0.574,-4.467,0.699,2.573
3.0,-0.17,3.073,1.999,-1.109,0.097,-2.4,0.867,-0.789,1.8,5.198
2.0,-2.745,-2.075,-0.602,-1.681,-0.383,-3.045,-0.502,-2.728,0.047,-2.668
1.0,-0.597,-2.867,-3.636,-1.852,-1.523,0.891,1.102,1.9,-0.925,-0.889
0.0,-3.109,1.738,4.872,0.055,-1.819,1.002,2.271,0.661,-2.471,1.966
2.0,-1.572,-1.557,-1.407,-1.664,1.755,-0.258,-3.502,1.497,-2.15,-1.28
1.0,-2.664,1.815,0.96,-0.999,0.474,-1.243,-2.662,0.638,-4.485,-4.584
2.0,-4.484,-5.379,1.018,-2.288,2.186,-3.265,2.785,-1.229,-0.099,-0.975
0.0,2.475,-0.655,1.305,1.71,3.716,1.753,-1.618,2.771,1.491,1.812
3.0,2.476,2.632,1.225,1.387,0.952,-4.529,-1.948,-2.793,0.606,1.676
3.0,2.426,2.602,3.837,0.983,2.187,-3.509,-0.339,-1.148,-6.268,3.147
0.0,-3.382,1.073,3.647,-3.274,0.931,0.839,-1.134,2.98,3.161,1.02
2.0,-0.76,0.694,-2.536,-2.251,2.857,-0.825,-1.113,-2.622,-1.262,-1.893
3.0,-2.461,1.079,-1.515,0.022,0.928,4.896,-1.107,-1.088,-2.252,4.011
3.0,5.221,-0.2,2.036,2.158,1.933,-1.619,-2.15,-1.938,-3.393,3.325
3.0,1.489,3.856,0.377,1.508,0.535,2.583,-1.632,-0.084,-1.494,0.465
0.0,0.205,1.513,0.557,-1.677,-0.855,1.788,-1.215,1.247,0.072,3.335
2.0,-0.246,-1.092,-2.89,-1.265,1.332,-1.964,-3.212,-0.463,-1.513,0.9
1.0,-0.365,-0.484,-3.19,3.375,-0.727,1.689,3.75,2.602,2.363,-0.601
3.0,1.318,3.007,0.799,0.033,-0.146,0.922,1.494,-1.351,0.283,2.807
3.0,-0.941,3.127,2.929,2.228,0.785,-3.201,-2.327,-3.843,-0.161,-1.1
2.0,-3.465,-0.552,1.243,-2.0,1.435,-1.377,3.027,-2.411,0.051,-3.276
2.0,-4.127,-0.634,-3.215,-1.474,2.706,-0.518,-1.316,-2.532,-0.968,1.031
0.0,0.249,1.78,2.858,1.189,4.602,1.647,-2.528,3.692,-0.981,1.329
1.0,-6.207,-0.101,2.597,-1.236,0.356,-5.392,-0.306,3.416,-1.04,-1.894
2.0,-2.216,-1.08,-1.907,-1.691,3.491,-0.513,-0.674,-2.689,-2.714,-2.859
1.0,-1.035,-3.169,-2.919,-0.615,-2.153,4.354,3.872,-0.352,-0.087,-0.974
3.0,3.189,-0.026,0.384,1.435,3.781,-2.64,-2.619,-0.295,-2.549,1.196
3.0,1.687,4.344,0.27,-0.94,-3.343,0.232,-0.467,-3.904,-2.956,3.28
3.0,1.284,1.28,1.744,1.404,2.867,-1.474,-1.732,-1.348,-1.384,-0.877
0.0,-0.876,-0.292,1.435,3.532,0.983,4.492,-1.249,1.244,0.792,2.832
3.0,-3.329,1.784,2.77,1.985,-0.48,-0.933,-2.345,0.256,0.741,2.227
0.0,-2.691,-4.039,1.783,0.707,3.705,-0.002,1.992,1.091,1.745,-2.264
1.0,-0.637,-5.146,-3.484,1.879,0.621,1.842,3.469,1.549,0.481,-2.529
3.0,1.756,0.904,2.678,2.557,2.509,1.371,-1.394,0.33,1.487,-0.487
1.0,-1.48,-2.917,-1.631,1.053,-4.486,2.01,1.226,1.939,-1.146,-2.445
0.0,-2.069,1.289,-0.255,2.003,-0.126,3.222,4.038,3.591,3.766,2.142
0.0,4.871,1.614,2.822,1.236,4.108,-0.824,-1.514,3.767,2.974,-1.779
2.0,-4.599,-2.868,-3.087,-2.892,0.985,1.836,-3.626,-4.217,2.578,6.53
2.0,0.778,-1.766,-0.987,-2.103,-0.682,1.846,-1.14,-0.356,-1.504,-4.985
2.0,-1.656,-2.085,-0.227,-0.36,-2.858,-2.886,-1.619,-0.86,0.033,1.259
1.0,-5.668,-0.167,2.196,-1.188,1.818,-1.811,1.507,3.718,-1.137,-2.897
1.0,-2.679,-0.678,2.678,-1.686,-0.417,3.242,-0.731,-0.534,-1.158,-5.326
0.0,-1.115,-3.217,1.612,-2.005,2.65,0.864,2.556,-0.959,1.537,-2.91
1.0,-2.761,-1.894,-1.982,1.985,-1.635,1.353,1.061,1.734,-1.481,-1.564
0.0,2.284,3.133,-0.221,0.067,0.094,1.045,-3.931,5.768,2.215,1.597
0.0,1.118,0.198,-0.603,1.031,-0.924,3.624,-3.218,3.363,2.32,2.435
1.0,-3.033,-1.269,1.931,0.651,-5.646,3.335,3.742,0.234,-1.602,-5.36
0.0,2.386,-0.763,3.555,-0.593,4.507,2.804,1.098,0.185,-1.2,1.295
0.0,0.307,1.094,3.147,1.827,4.806,1.339,1.18,1.096,-0.859,2.744
1.0,-1.941,-1.821,-1.17,3.632,-0.226,1.555,1.682,0.329,-2.231,-2.139
1.0,-3.755,-3.326,-0.257,1.857,-2.642,2.435,2.372,0.383,-3.282,-0.337
0.0,-1.188,-1.627,0.677,-0.118,1.588,1.797,3.702,1.582,2.282,-0.21
1.0,-1.769,-2.53,0.679,3.587,-2.156,0.706,3.04,-0.22,-1.613,-4.742
2.0,-3.591,-3.58,-1.539,-0.439,-3.79,-2.677,-1.62,-0.418,2.452,2.119
0.0,-0.933,-1.214,1.975,-3.325,1.418,0.664,1.701,0.525,1.887,-0.588
1.0,-2.703,-0.098,-0.164,0.92,2.735,-1.681,-0.358,1.993,0.234,0.585
3.0,1.379,2.491,3.262,0.873,2.218,-0.116,-2.327,-3.264,-2.349,1.919
0.0,4.815,2.852,0.95,0.578,2.104,0.024,-1.532,2.266,3.715,-2.042
2.0,0.331,1.191,-4.957,-4.886,-1.277,1.878,-0.211,-4.901,2.79,1.415
0.0,1.168,1.492,0.186,0.259,-0.447,1.5,-3.924,2.574,1.679,3.38
1.0,-3.825,0.933,2.902,-3.891,-1.676,-1.422,-0.173,5.823,-0.245,-0.531
1.0,-0.189,1.69,1.767,-2.161,0.246,-1.72,-3.709,-0.186,-2.623,-1.634
1.0,-3.26,-0.526,0.208,5.489,1.691,0.905,4.74,-0.227,-2.053,0.886
2.0,-4.453,-2.678,-1.996,1.834,2.051,-3.563,-1.628,1.861,0.63,-0.516
2.0,0.705,-0.593,-0.422,-4.761,3.433,-0.759,-3.527,-2.159,1.362,-0.924
3.0,1.041,0.187,0.626,0.935,1.837,-2.34,-0.609,-0.104,-1.067,1.032
2.0,1.137,-0.009,-0.193,-2.97,4.581,0.748,-3.49,0.05,-2.019,-3.444
2.0,-3.941,-3.601,0.533,-0.394,0.4,-5.13,-0.262,-1.374,-1.528,2.565
1.0,-2.239,-0.021,0.897,5.011,-1.514,0.181,1.629,3.261,-1.157,-3.026
3.0,-6.047,-1.216,3.649,1.921,-0.377,0.479,-2.523,0.072,-2.285,4.274
0.0,0.755,0.361,2.67,4.019,0.213,4.09,-1.922,-2.521,1.853,2.436
1.0,-2.159,-3.434,-3.092,1.577,-0.238,2.409,5.058,2.705,1.588,-1.375
0.0,-1.211,-3.481,-1.037,2.658,4.397,2.279,1.39,-0.039,2.012,-5.302
2.0,-1.219,-2.009,-2.464,-0.788,1.144,-1.51,-3.058,-0.927,-2.832,-2.629
1.0,-0.934,4.203,1.268,-1.69,-0.376,-2.123,-3.057,4.339,-2.658,-3.697
3.0,3.433,2.91,3.85,1.812,1.623,-4.03,-2.758,-2.482,-2.682,4.483
3.0,-2.729,2.643,4.001,0.101,0.064,-0.237,-2.032,-1.572,-2.93,3.253
1.0,-3.034,-1.547,-0.588,0.541,-2.374,2.525,1.256,0.669,-2.975,-1.825
0.0,3.243,1.912,2.842,-2.043,5.535,0.314,2.148,1.882,-0.936,1.928
1.0,-1.527,-0.343,-3.203,0.56,0.159,2.887,0.871,1.665,-1.159,0.081
1.0,-3.105,2.544,-1.437,-1.863,-1.592,-0.826,-1.689,1.166,-2.596,-3.376
1.0,1.734,2.842,1.273,-1.16,2.003,-0.917,-3.53,0.866,-0.933,-0.476
2.0,-2.725,-1.256,-2.857,-4.226,-6.403,0.284,-1.784,-3.501,4.124,3.239
1.0,-1.982,-0.91,2.121,1.283,-2.494,0.708,0.091,0.113,-5.287,-3.592
0.0,-2.399,-2.417,1.788,-2.722,3.569,0.652,0.697,1.462,2.969,-1.812
0.0,0.062,-2.801,-1.308,2.315,1.796,4.135,3.596,0.828,2.0,-3.786
2.0,1.594,0.071,-1.487,-0.733,1.413,0.023,-5.199,-0.777,3.673,3.774
1.0,-0.963,2.129,0.828,-1.022,2.824,-2.967,-2.805,-2.24,-2.988,-2.327
1.0,0.218,-1.911,-3.383,0.392,-2.389,1.563,-1.083,1.986,-1.257,-1.04
1.0,-1.649,1.249,0.642,-0.332,0.312,-3.189,-0.805,3.642,1.225,0.201
0.0,-0.324,-0.33,-1.741,-3.912,-1.987,4.287,2.638,0.926,1.143,-4.94
2.0,-1.739,-3.121,-0.819,-1.388,3.256,-2.358,-1.95,0.045,-1.838,0.746
2.0,-2.075,-3.966,-2.005,-0.368,1.445,-2.748,-1.354,-1.206,-1.914,3.758
2.0,-1.995,0.346,-2.195,-5.671,3.686,-0.757,-1.693,-1.791,1.665,-2.208
0.0,-3.287,-0.534,2.241,-0.307,0.378,1.611,1.435,4.625,2.399,0.89
1.0,-3.64,0.798,1.466,-3.603,-0.185,0.735,-0.572,0.624,-1.111,-2.196
0.0,-0.833,2.104,1.447,3.685,4.181,0.121,-2.667,3.541,0.858,0.897
0.0,-1.134,1.607,5.675,3.312,6.177,0.323,0.445,-1.164,-1.884,0.6
3.0,-0.848,4.111,2.095,0.987,-0.007,-1.75,-0.501,-2.451,0.999,2.211
3.0,-2.975,3.75,1.251,2.239,0.719,0.651,-3.324,1.221,-0.72,2.916
3.0,1.957,0.45,3.189,0.39,2.831,-0.283,-1.422,-4.033,-0.786,-1.105
2.0,-4.174,-2.167,-0.849,0.766,-3.489,-3.276,-3.82,-1.637,2.972,5.353
2.0,3.759,-1.625,1.59,-1.697,1.633,1.28,-1.394,-0.689,-1.563,-4.171
1.0,-1.675,1.291,0.752,-1.251,1.817,-2.384,-0.851,1.2,0.459,0.316
2.0,-1.318,-1.77,-0.885,-1.029,2.361,-1.506,0.564,-2.513,-1.857,-1.478
3.0,2.92,2.044,2.211,4.007,0.006,-1.78,-1.291,-0.397,-3.059,2.604
0.0,-1.056,-3.46,1.193,-2.725,2.525,0.636,1.452,0.583,2.077,-3.256
2.0,-3.413,-4.655,1.217,-1.753,2.393,-2.677,1.983,0.32,-0.586,0.563
0.0,-0.649,-1.573,2.177,-0.955,1.422,0.711,2.658,-0.299,1.429,-0.555
2.0,-3.103,-2.573,-2.133,-3.177,-4.834,-2.366,2.201,-2.038,0.746,-0.996
1.0,-4.539,2.853,1.382,-2.722,-1.008,-1.689,-1.27,4.352,-1.432,-3.778
2.0,-5.109,-1.823,-3.83,-1.826,2.801,-3.17,-0.382,-0.127,-1.849,-0.426
3.0,3.043,1.36,1.848,1.742,1.802,-0.168,-2.952,-3.734,-2.015,2.292
3.0,-3.207,1.764,1.679,1.636,0.407,-1.056,-1.438,1.794,0.161,5.0
2.0,-2.347,-3.24,-3.354,-2.004,-0.382,-0.871,-3.266,-1.166,-1.69,-2.133
1.0,-1.65,4.477,0.717,-3.783,0.444,-0.444,-1.834,1.523,-2.859,-3.453
0.0,-2.953,-1.509,0.074,-2.966,0.324,0.042,1.02,4.789,4.221,-1.348
3.0,2.114,-1.094,-1.074,0.809,2.257,0.002,-0.814,-0.109,-0.637,0.015
2.0,-1.655,-3.136,-0.11,-1.087,3.198,-1.589,-2.123,-1.789,-2.87,-2.408
3.0,-3.917,-1.329,6.008,4.71,0.091,3.74,-3.232,-0.633,-2.414,-1.372
1.0,-2.41,-0.238,1.275,3.645,-1.681,0.681,0.856,0.21,-3.863,-3.407
0.0,-0.716,-1.923,-2.23,-2.032,1.769,4.62,0.696,3.805,4.414,-4.267
2.0,-1.036,-1.491,-0.893,0.039,-0.646,-1.805,-1.247,0.774,-0.725,-1.77
1.0,-1.393,0.366,-0.183,-1.114,1.501,-1.074,-3.224,-1.133,-1.56,1.158
2.0,-1.467,-1.034,0.049,-0.944,-0.167,-1.838,-3.889,-0.962,3.295,3.997
1.0,-4.163,3.614,0.179,-0.218,2.043,-4.49,-0.204,3.515,-1.217,-3.843
1.0,-2.115,-5.472,0.211,-3.081,-6.827,4.079,2.057,1.509,-2.231,-6.251
2.0,-4.484,-3.099,0.121,-2.776,-0.925,-4.225,1.989,-1.524,2.146,-1.28
2.0,1.011,-0.98,-0.333,-2.7,-7.72,-2.104,-1.125,0.358,4.648,-0.896
2.0,-0.737,-1.821,-0.245,-1.05,-3.387,-1.361,-2.416,-0.852,1.545,1.54
2.0,-3.724,-0.343,-2.872,-1.825,0.283,-1.036,-1.051,0.601,-1.222,-1.421
3.0,3.155,0.592,1.434,0.888,2.875,-2.842,-2.74,-2.207,-1.543,2.153
3.0,-5.091,-0.168,2.658,0.94,-5.06,-0.283,-1.732,-4.695,-1.174,3.223
2.0,-0.252,-1.391,-1.654,-1.359,-0.446,-0.014,-2.062,-1.506,1.313,1.391
3.0,0.675,1.979,0.285,1.604,0.473,-4.468,1.94,2.404,-1.179,0.394
3.0,-2.508,2.069,2.695,4.785,-1.26,3.3,-5.479,-0.182,-2.82,-1.267
2.0,2.075,-2.193,0.666,1.328,-0.757,-1.652,-4.625,2.389,4.324,1.35
3.0,-1.571,1.375,1.995,5.354,-2.811,1.155,-3.604,0.557,-0.411,-1.801
3.0,-4.765,1.921,-1.192,-2.009,-3.232,0.493,0.348,-5.414,2.091,5.266
1.0,-2.132,-4.387,-1.883,4.435,0.542,0.716,0.939,1.756,-1.723,-4.002
3.0,-3.48,-1.182,2.066,5.326,-1.639,3.22,-3.589,0.543,-0.257,-1.636
2.0,-0.573,-0.747,-0.381,1.534,1.65,-2.538,-0.785,-4.606,-3.387,-1.284
2.0,-4.606,-4.312,0.574,-0.508,-0.461,-5.064,-1.071,-0.415,1.061,3.483
0.0,-4.266,-4.281,5.008,-0.605,2.306,-1.296,-0.096,-1.083,0.188,-3.955
1.0,4.918,8.274,-1.435,-0.969,4.225,0.036,-5.738,-0.869,-3.727,-2.352
3.0,3.526,0.829,1.51,1.71,0.347,-0.491,-1.058,-1.523,-2.04,3.907
0.0,-0.711,1.396,0.172,0.482,-0.602,0.34,-3.479,2.697,1.036,2.674
3.0,2.54,0.463,4.307,2.63,0.911,-5.16,-1.512,-1.809,-2.272,1.544
1.0,-2.129,-2.64,-1.252,1.272,-3.24,1.374,-0.961,1.077,-3.52,-2.131
2.0,-1.467,-2.978,-0.451,1.38,-2.236,-3.095,-1.982,2.196,1.456,-0.97
2.0,1.445,0.288,-0.095,-0.569,2.003,-0.423,-2.053,-2.345,-2.103,-1.873
1.0,-1.929,0.336,-1.138,1.143,-1.8,0.603,3.502,3.875,0.13,0.046
3.0,-2.736,2.006,1.977,-3.207,-1.194,-3.081,-3.514,3.596,-2.919,-0.062
2.0,-3.205,-1.032,-2.033,-1.916,-0.594,-2.27,0.17,-2.316,0.863,1.896
1.0,-0.605,0.597,-1.488,-0.532,-0.856,0.861,0.2,0.69,-2.647,-1.11
2.0,-4.001,-4.25,-2.198,-1.938,4.266,-3.759,-4.302,-2.687,-1.936,2.786
2.0,-1.831,2.228,-1.958,-2.257,-1.661,-1.179,-1.091,-3.234,-0.119,0.105
0.0,2.287,-2.35,-2.682,-1.736,3.411,0.11,5.96,-0.981,3.129,-0.909
0.0,-1.439,-0.172,3.559,-5.32,1.375,1.239,0.282,3.692,2.374,2.593
3.0,0.465,2.604,3.304,2.9,-0.101,-1.517,-0.843,-0.392,-0.943,2.639
1.0,0.78,-1.493,-2.137,-1.28,2.5,-0.554,-2.72,-1.683,-2.418,-0.468
1.0,0.126,2.71,0.19,0.272,4.204,-3.749,-2.759,1.364,-1.371,1.567
0.0,2.426,1.736,0.413,0.768,-0.443,3.574,-3.123,1.401,2.539,2.476
1.0,-4.31,-0.028,0.292,0.515,3.001,-1.545,-0.532,2.129,-4.181,-1.387
2.0,-0.072,1.691,-3.162,-0.644,0.426,-0.16,-1.041,-2.732,-2.241,-3.325
1.0,-1.999,1.238,3.728,-1.804,1.705,-2.807,-1.852,1.344,-1.27,-3.14
0.0,-1.908,-5.399,4.983,-0.51,3.839,-5.433,2.908,-3.212,1.253,-0.469
1.0,-2.748,0.651,2.763,-2.754,0.04,-1.207,-2.353,1.101,-4.112,-3.077
2.0,-2.35,-1.297,2.057,-2.928,-0.442,-2.346,2.913,-1.804,1.881,-5.069
1.0,-1.366,-0.703,3.204,0.075,4.48,-1.887,-0.743,0.417,-2.555,-1.202
1.0,1.181,2.893,0.171,1.232,4.141,-3.483,-3.924,1.253,-1.173,1.061
1.0,-2.418,1.323,3.35,-0.71,3.126,-4.515,-0.69,1.536,0.485,-2.467
3.0,-2.679,1.747,3.53,2.476,-2.014,-0.903,-2.871,-1.041,0.383,1.447
3.0,-1.18,1.292,1.265,-0.529,0.822,0.742,0.789,-2.655,-1.507,2.322
1.0,-2.574,-1.239,4.52,-3.345,1.619,-0.348,0.265,1.644,-2.216,-1.305
1.0,-1.79,0.894,1.355,-0.995,1.208,-1.995,-1.081,1.307,-0.349,-1.517
3.0,-0.319,1.655,-0.254,-1.953,3.846,-0.72,-0.541,-0.987,0.1,0.573
2.0,0.457,-2.342,-1.115,-1.715,3.5,-2.287,-4.824,3.766,-1.754,1.592
1.0,-2.589,-2.144,0.398,0.13,-2.251,2.46,0.712,0.47,-4.283,-2.243
2.0,-1.301,-3.777,-2.084,-0.396,2.81,-2.605,1.14,0.09,-0.699,-1.01
3.0,1.39,2.607,0.242,1.203,-1.826,1.603,-1.374,-1.478,-1.573,-0.5
1.0,-0.784,-2.768,-1.327,2.583,-1.783,1.352,1.313,-0.222,-2.166,-3.392
1.0,-0.828,-0.531,-1.524,2.246,-1.643,2.385,5.338,2.615,2.102,-1.248
3.0,-0.212,3.805,2.324,-2.856,-2.892,-2.679,1.32,-4.955,-0.818,4.741
2.0,-1.795,-0.615,-3.534,-1.301,1.088,0.437,-1.819,-1.0,-2.887,-2.679
1.0,0.427,-1.069,-3.896,1.165,-1.221,1.554,1.468,2.658,1.531,-3.108
3.0,-0.682,3.391,2.778,3.574,0.312,2.252,-3.644,0.972,-3.19,2.557
1.0,-1.08,1.552,0.514,-1.606,1.32,-0.248,-2.705,0.332,0.945,0.38
3.0,-1.87,0.785,-1.111,3.202,-0.662,4.561,-3.863,0.738,-3.263,-0.654
3.0,-1.031,2.188,2.827,-1.459,-0.177,-1.252,0.024,-2.444,0.418,1.96
3.0,2.655,-2.173,1.313,1.846,2.212,-2.418,-1.273,-2.952,-4.367,1.018
3.0,1.859,1.985,2.05,-0.487,3.124,-2.699,-1.295,-2.53,-1.872,1.552
2.0,-2.326,-1.26,-4.049,-4.235,-2.529,0.449,1.82,-2.659,0.597,-2.096
